Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1202,Data Analytcis Course,175.0,4481.0,$236.38,21.0,10.0,0.057,$1257,20-11-2024,hyderabad,DESKTOP,data analytics course
A1203,Data Anlytics Corse,170.0,5476.0,$186.29,25.0,4.0,0.024,$1731,08-11-2024,hyderabad,mobile,analytics for data
A1204,Data Analytcis Course,138.0,4426.0,$203.75,24.0,10.0,0.072,$1838,2024-11-05,HYDERABAD,MOBILE,data analytics course
A1205,DataAnalyticsCourse,108.0,4080.0,$247.8,18.0,4.0,0.037,$1363,2024-11-30,Hyderbad,Tablet,online data analytic
A1206,Data Anlytics Corse,150.0,4113.0,$219.67,12.0,7.0,0.047,$1196,2024-11-22,hyderabad,MOBILE,learn data analytics
A1207,DataAnalyticsCourse,90.0,5119.0,$226.58,14.0,10.0,0.111,$1348,2024/11/07,hydrebad,DESKTOP,analytics for data
A1208,Data Analytics Corse,98.0,3422.0,$223.55,17.0,7.0,,$1414,2024-11-19,hydrebad,TABLET,online data analytic
A1209,Data Analytcis Course,130.0,3327.0,$224.83,13.0,3.0,0.023,$1668,16-11-2024,hydrebad,MOBILE,online data analytic
A1210,Data Analytcis Course,199.0,,$199.98,15.0,8.0,0.04,$1467,2024-11-08,HYDERABAD,tablet,data anaytics training
A1211,DataAnalyticsCourse,101.0,3241.0,$183.34,24.0,,,$1483,10-11-2024,Hyderbad,TABLET,data anaytics training
A1212,Data Anlytics Corse,118.0,3970.0,,27.0,9.0,0.076,$1036,2024-11-19,hydrebad,desktop,data analytics course
A1213,Data Analytics Corse,199.0,5734.0,$247.99,18.0,,,$1455,2024/11/11,hydrebad,DESKTOP,data analitics online
A1214,DataAnalyticsCourse,183.0,4001.0,$237.85,23.0,4.0,0.022,$1430,2024/11/21,Hyderbad,MOBILE,online data analytic
A1215,Data Anlytics Corse,126.0,4206.0,$233.76,29.0,10.0,0.041,$1998,2024-11-06,hyderabad,tablet,online data analytic
A1216,Data Anlytics Corse,199.0,4745.0,,13.0,9.0,,$1800,2024-11-28,HYDERABAD,tablet,analytics for data
A1217,DataAnalyticsCourse,92.0,4042.0,$200.75,15.0,7.0,0.076,$1234,2024-11-24,HYDERABAD,TABLET,learn data analytics
A1218,Data Anlytics Corse,,4883.0,$249.61,10.0,3.0,,$1464,2024-11-12,hyderabad,Tablet,online data analytic
A1219,DataAnalyticsCourse,92.0,3748.0,$208.15,14.0,8.0,0.087,$1297,2024/11/02,hyderabad,Desktop,analytics for data
A1220,Data Anlytics Corse,135.0,3480.0,$224.94,11.0,4.0,0.03,$1398,2024-11-23,Hyderbad,Tablet,data analitics online
A1221,DataAnalyticsCourse,177.0,3007.0,$223.22,30.0,8.0,0.045,$1766,2024/11/02,hydrebad,MOBILE,data analitics online
A1222,Data Analytics Corse,117.0,3380.0,$186.73,21.0,10.0,0.055,$1958,2024-11-19,hyderabad,desktop,data anaytics training
A1223,DataAnalyticsCourse,127.0,4823.0,$194.69,11.0,10.0,0.057,$1496,15-11-2024,hydrebad,DESKTOP,data analytics course
A1224,Data Analytcis Course,132.0,4490.0,$202.45,10.0,7.0,0.053,$1441,2024-11-10,Hyderbad,mobile,data analitics online
A1225,DataAnalyticsCourse,102.0,5149.0,$229.48,27.0,9.0,0.088,$1137,26-11-2024,hyderabad,Desktop,learn data analytics
A1226,Data Anlytics Corse,91.0,4290.0,$213.74,,10.0,,$1797,2024/11/16,hydrebad,Mobile,online data analytic
A1227,Data Anlytics Corse,163.0,5643.0,$217.4,30.0,6.0,,$1678,2024-11-01,hydrebad,DESKTOP,data analitics online
A1228,Data Analytics Corse,92.0,3916.0,$188.1,,6.0,0.065,$1005,2024/11/14,hyderabad,DESKTOP,online data analytic
A1229,Data Anlytics Corse,165.0,4551.0,$185.35,30.0,,,$1662,2024/11/06,Hyderbad,desktop,data analitics online
A1230,Data Analytics Corse,127.0,3344.0,$201.7,10.0,8.0,,$1190,2024/11/11,HYDERABAD,DESKTOP,analytics for data
A1231,Data Analytics Corse,178.0,4441.0,$231.97,22.0,4.0,0.022,$1886,2024/11/24,hyderabad,MOBILE,analytics for data
A1232,Data Anlytics Corse,101.0,,$234.17,29.0,5.0,0.05,$1568,2024-11-27,hyderabad,mobile,data anaytics training
A1233,Data Anlytics Corse,161.0,5977.0,$193.27,24.0,,,$1366,13-11-2024,Hyderbad,Desktop,online data analytic
A1234,Data Anlytics Corse,95.0,4562.0,$187.62,24.0,9.0,0.095,$1239,2024-11-26,hydrebad,Desktop,data anaytics training
A1235,Data Analytcis Course,85.0,5099.0,$232.56,28.0,9.0,,$1526,02-11-2024,hydrebad,mobile,data anaytics training
A1236,Data Analytics Corse,192.0,5852.0,$181.05,16.0,8.0,0.042,$1600,2024-11-21,HYDERABAD,DESKTOP,analytics for data
A1237,Data Anlytics Corse,80.0,3823.0,$181.57,13.0,4.0,,$1564,2024/11/13,hydrebad,Desktop,online data analytic
A1238,DataAnalyticsCourse,191.0,4612.0,$238.23,20.0,10.0,0.052,$1531,01-11-2024,Hyderbad,mobile,learn data analytics
A1239,DataAnalyticsCourse,147.0,5881.0,$196.34,23.0,7.0,0.048,$1614,2024/11/18,HYDERABAD,desktop,data anaytics training
A1240,Data Analytics Corse,100.0,5204.0,$197.53,26.0,4.0,0.04,$1675,24-11-2024,hydrebad,TABLET,data analytics course
A1241,Data Analytcis Course,82.0,5130.0,$233.75,,9.0,0.11,,15-11-2024,Hyderbad,Mobile,data analitics online
A1242,DataAnalyticsCourse,123.0,5231.0,$202.93,30.0,10.0,0.081,$1551,2024-11-23,HYDERABAD,Desktop,online data analytic
A1243,Data Anlytics Corse,165.0,5980.0,$248.41,17.0,3.0,0.018,$1803,06-11-2024,Hyderbad,Tablet,online data analytic
A1244,DataAnalyticsCourse,167.0,3202.0,$214.87,26.0,6.0,0.036,$1571,12-11-2024,HYDERABAD,desktop,data analitics online
A1245,Data Anlytics Corse,111.0,5847.0,$196.71,21.0,9.0,0.081,$1445,2024-11-30,hyderabad,mobile,online data analytic
A1246,Data Analytcis Course,94.0,4359.0,,28.0,5.0,0.045,$1920,2024/11/07,hydrebad,tablet,learn data analytics
A1247,Data Analytics Corse,179.0,3185.0,$236.74,29.0,5.0,,$1156,2024/11/11,hyderabad,Desktop,data analytics course
A1248,DataAnalyticsCourse,166.0,5592.0,$183.03,22.0,4.0,0.024,$1636,2024-11-22,HYDERABAD,TABLET,online data analytic
A1249,Data Analytcis Course,90.0,5062.0,$191.4,23.0,6.0,,$1775,2024/11/19,hyderabad,Tablet,data analytics course
A1250,Data Analytcis Course,106.0,5830.0,$241.9,29.0,10.0,0.035,$1897,2024/11/02,hyderabad,DESKTOP,data anaytics training
A1251,Data Analytics Corse,,4629.0,$236.96,10.0,6.0,,$1183,06-11-2024,HYDERABAD,desktop,data anaytics training
A1252,Data Anlytics Corse,158.0,4780.0,$247.2,23.0,9.0,,$1005,2024-11-24,Hyderbad,DESKTOP,learn data analytics
A1253,Data Analytics Corse,187.0,3800.0,$241.0,16.0,8.0,0.043,$1842,2024/11/09,Hyderbad,Mobile,analytics for data
A1254,Data Anlytics Corse,95.0,4096.0,$242.69,26.0,9.0,0.095,$1550,22-11-2024,Hyderbad,TABLET,online data analytic
A1255,Data Analytcis Course,118.0,3562.0,$231.5,12.0,3.0,0.025,$1856,2024/11/19,hydrebad,DESKTOP,data analytics course
A1256,DataAnalyticsCourse,166.0,3910.0,$191.32,27.0,7.0,0.042,,2024/11/15,hydrebad,Mobile,analytics for data
A1257,DataAnalyticsCourse,146.0,5411.0,$201.76,28.0,7.0,0.048,$1393,14-11-2024,hydrebad,Desktop,data analitics online
A1258,DataAnalyticsCourse,101.0,4026.0,$219.68,22.0,9.0,0.089,$1149,15-11-2024,hyderabad,DESKTOP,analytics for data
A1259,Data Anlytics Corse,185.0,3716.0,$218.23,27.0,7.0,0.056,$1015,2024/11/03,hydrebad,DESKTOP,online data analytic
A1260,Data Analytcis Course,147.0,5162.0,$186.79,30.0,7.0,0.048,$1733,2024/11/25,hyderabad,Desktop,analytics for data
A1261,Data Analytcis Course,188.0,3859.0,$211.83,30.0,9.0,0.048,$1719,2024-11-28,HYDERABAD,MOBILE,online data analytic
A1262,Data Anlytics Corse,122.0,3350.0,$225.89,28.0,3.0,,$1509,2024/11/24,HYDERABAD,DESKTOP,data analitics online
A1263,Data Analytics Corse,143.0,5340.0,,20.0,9.0,0.063,$1223,2024-11-05,Hyderbad,tablet,online data analytic
A1264,Data Analytics Corse,170.0,3124.0,$234.92,17.0,3.0,0.018,$1232,2024/11/11,hydrebad,Desktop,data anaytics training
A1265,Data Analytics Corse,114.0,5017.0,$242.62,11.0,6.0,0.053,$1303,2024/11/17,hydrebad,MOBILE,data analitics online
A1266,Data Analytics Corse,186.0,3424.0,$201.81,27.0,3.0,0.016,$1337,2024-11-26,hydrebad,DESKTOP,data anaytics training
A1267,Data Analytcis Course,120.0,4060.0,$210.95,24.0,9.0,0.075,$1376,2024-11-05,hydrebad,tablet,data analitics online
A1268,Data Analytcis Course,130.0,5688.0,$212.05,21.0,5.0,0.038,$1454,17-11-2024,Hyderbad,DESKTOP,learn data analytics
A1269,Data Analytics Corse,178.0,5029.0,$189.79,25.0,8.0,0.045,$1510,09-11-2024,hyderabad,desktop,data anaytics training
A1270,DataAnalyticsCourse,196.0,5476.0,$204.63,19.0,4.0,0.02,$1288,26-11-2024,hyderabad,desktop,data anaytics training
A1271,Data Analytcis Course,110.0,5000.0,$197.89,18.0,3.0,0.027,$1110,2024/11/12,HYDERABAD,desktop,online data analytic
A1272,Data Analytcis Course,95.0,4141.0,$207.14,22.0,3.0,0.054,$1929,2024-11-11,hyderabad,Tablet,learn data analytics
A1273,Data Anlytics Corse,183.0,4791.0,$232.97,27.0,5.0,,$1476,2024-11-21,hydrebad,desktop,data analitics online
A1274,DataAnalyticsCourse,100.0,4168.0,$193.6,30.0,3.0,0.03,$1692,2024/11/25,hyderabad,desktop,online data analytic
A1275,Data Analytcis Course,187.0,3741.0,$226.11,27.0,10.0,0.053,$1342,14-11-2024,Hyderbad,tablet,learn data analytics
A1276,Data Analytcis Course,90.0,3577.0,$233.54,24.0,5.0,0.052,$1175,2024-11-14,hyderabad,tablet,analytics for data
A1277,Data Analytics Corse,148.0,4469.0,$209.76,25.0,8.0,0.054,,2024-11-25,Hyderbad,tablet,data analytics course
A1278,Data Analytcis Course,129.0,3611.0,$227.82,11.0,7.0,0.054,$1250,2024-11-22,HYDERABAD,tablet,data anaytics training
A1279,Data Analytcis Course,120.0,3947.0,$193.49,15.0,6.0,0.05,$1305,2024/11/12,hydrebad,mobile,data anaytics training
A1280,Data Analytcis Course,82.0,4239.0,$191.75,23.0,8.0,,$1062,2024-11-22,Hyderbad,Mobile,learn data analytics
A1281,Data Analytics Corse,145.0,5973.0,$242.16,12.0,7.0,0.048,$1508,2024-11-14,HYDERABAD,Tablet,online data analytic
A1282,Data Analytics Corse,190.0,4525.0,$188.85,10.0,5.0,0.026,$1875,2024/11/01,Hyderbad,tablet,data anaytics training
A1283,Data Anlytics Corse,137.0,4395.0,$241.58,24.0,4.0,0.043,$1512,2024-11-06,hyderabad,desktop,online data analytic
A1284,Data Analytics Corse,157.0,3047.0,$222.66,19.0,3.0,0.019,$1964,01-11-2024,hydrebad,mobile,data analitics online
A1285,DataAnalyticsCourse,105.0,5348.0,$226.1,27.0,5.0,0.048,$1003,12-11-2024,HYDERABAD,TABLET,learn data analytics
A1286,Data Analytics Corse,149.0,3101.0,$231.44,15.0,9.0,0.06,$1126,2024-11-06,HYDERABAD,Tablet,data anaytics training
A1287,Data Analytics Corse,159.0,3693.0,$187.09,24.0,6.0,0.038,$1256,24-11-2024,HYDERABAD,Desktop,learn data analytics
A1288,Data Analytics Corse,150.0,5590.0,,20.0,8.0,,$1286,02-11-2024,hydrebad,Mobile,data analytics course
A1289,Data Anlytics Corse,,5277.0,$227.46,10.0,5.0,,$1541,2024/11/15,HYDERABAD,tablet,data analitics online
A1290,Data Anlytics Corse,98.0,4653.0,$205.84,29.0,5.0,0.051,$1866,02-11-2024,Hyderbad,Mobile,data analitics online
A1291,Data Analytics Corse,86.0,3513.0,$211.16,22.0,7.0,,$1917,10-11-2024,HYDERABAD,desktop,data analytics course
A1292,Data Analytics Corse,128.0,5772.0,$235.54,20.0,10.0,0.078,$1215,04-11-2024,HYDERABAD,desktop,data anaytics training
A1293,Data Anlytics Corse,105.0,5840.0,$236.56,22.0,8.0,0.047,$1811,24-11-2024,hydrebad,TABLET,data analytics course
A1294,Data Anlytics Corse,90.0,,$249.0,21.0,10.0,,$1245,19-11-2024,hyderabad,mobile,data analytics course
A1295,Data Analytics Corse,89.0,5158.0,$211.76,20.0,5.0,0.056,$1119,2024/11/21,HYDERABAD,Desktop,online data analytic
A1296,Data Anlytics Corse,119.0,3489.0,$194.36,14.0,3.0,0.055,$1633,2024/11/10,hyderabad,MOBILE,data analytics course
A1297,DataAnalyticsCourse,173.0,3977.0,$229.82,30.0,5.0,0.037,$1584,2024-11-22,hyderabad,Desktop,learn data analytics
A1298,Data Analytics Corse,95.0,3397.0,$181.89,,7.0,0.074,$1560,2024/11/27,HYDERABAD,TABLET,data analytics course
A1299,Data Analytics Corse,112.0,5194.0,$245.97,10.0,5.0,0.045,$1016,21-11-2024,hydrebad,tablet,data anaytics training
A1300,Data Analytcis Course,134.0,3007.0,$217.53,10.0,5.0,0.037,$1371,30-11-2024,hydrebad,mobile,data anaytics training
A1301,Data Analytcis Course,113.0,5721.0,$216.7,11.0,6.0,0.053,$1743,2024-11-17,Hyderbad,Desktop,data anaytics training
A1302,DataAnalyticsCourse,157.0,3546.0,$189.11,16.0,5.0,0.032,$1333,28-11-2024,hydrebad,mobile,data analitics online
A1303,DataAnalyticsCourse,105.0,3670.0,$245.85,24.0,9.0,,$1653,2024/11/24,hydrebad,TABLET,data analytics course
A1304,Data Anlytics Corse,162.0,5915.0,$211.96,11.0,,,$1394,2024-11-20,HYDERABAD,Tablet,analytics for data
A1305,Data Analytcis Course,,4450.0,$219.21,16.0,10.0,0.056,$1917,2024-11-10,hyderabad,mobile,learn data analytics
A1306,DataAnalyticsCourse,136.0,5782.0,$189.65,23.0,6.0,0.044,$1951,2024-11-11,HYDERABAD,Tablet,data anaytics training
A1307,DataAnalyticsCourse,192.0,4339.0,$245.57,24.0,8.0,0.047,$1284,2024-11-18,hyderabad,mobile,learn data analytics
A1308,Data Anlytics Corse,147.0,5870.0,,14.0,8.0,0.054,$1748,2024-11-02,hyderabad,MOBILE,data anaytics training
A1309,DataAnalyticsCourse,164.0,5662.0,$186.41,11.0,9.0,0.055,$1020,17-11-2024,hydrebad,tablet,data analytics course
A1310,DataAnalyticsCourse,192.0,5130.0,$184.63,19.0,4.0,,$1087,2024-11-07,hyderabad,DESKTOP,data analytics course
A1311,Data Analytcis Course,139.0,4608.0,$224.99,12.0,8.0,,$1095,2024/11/12,Hyderbad,desktop,data anaytics training
A1312,Data Analytics Corse,199.0,5290.0,$218.55,20.0,7.0,0.035,$1234,2024-11-30,HYDERABAD,tablet,learn data analytics
A1313,Data Analytcis Course,82.0,4961.0,$220.29,27.0,7.0,0.059,$1149,02-11-2024,HYDERABAD,Tablet,data analytics course
A1314,Data Analytics Corse,175.0,4347.0,$242.06,17.0,3.0,0.017,$1617,2024/11/22,hyderabad,desktop,data anaytics training
A1315,Data Anlytics Corse,181.0,5664.0,$204.74,22.0,5.0,0.028,$1719,22-11-2024,hyderabad,desktop,data analytics course
A1316,DataAnalyticsCourse,146.0,3757.0,$192.59,25.0,9.0,,$1169,2024-11-09,HYDERABAD,DESKTOP,online data analytic
A1317,Data Analytcis Course,192.0,4225.0,$242.0,24.0,6.0,0.031,$1032,2024-11-01,hydrebad,mobile,data analitics online
A1318,Data Anlytics Corse,149.0,3410.0,$181.12,20.0,4.0,0.033,$1806,2024-11-17,Hyderbad,Desktop,learn data analytics
A1319,Data Analytcis Course,93.0,3934.0,$226.84,20.0,6.0,0.065,$1964,2024/11/18,hyderabad,MOBILE,data analitics online
A1320,Data Analytcis Course,182.0,3384.0,$187.67,18.0,8.0,0.044,$1769,2024/11/01,hydrebad,Desktop,analytics for data
A1321,Data Anlytics Corse,99.0,3842.0,$246.3,23.0,8.0,0.081,$1452,10-11-2024,HYDERABAD,TABLET,online data analytic
A1322,Data Anlytics Corse,188.0,4022.0,$238.61,20.0,8.0,0.043,,2024/11/06,hyderabad,Mobile,data analitics online
A1323,Data Analytics Corse,193.0,5786.0,$201.51,16.0,10.0,0.052,$1617,2024/11/05,hyderabad,tablet,data anaytics training
A1324,Data Analytcis Course,107.0,4423.0,$239.47,25.0,9.0,0.084,$1370,2024/11/23,HYDERABAD,DESKTOP,analytics for data
A1325,DataAnalyticsCourse,131.0,4228.0,$230.18,16.0,9.0,0.069,$1393,2024-11-07,hydrebad,Desktop,data anaytics training
A1326,Data Analytics Corse,139.0,5120.0,$199.3,24.0,5.0,0.036,$1835,2024-11-23,hydrebad,mobile,data analytics course
A1327,DataAnalyticsCourse,141.0,3600.0,$227.54,20.0,6.0,0.043,$1367,2024-11-07,HYDERABAD,DESKTOP,learn data analytics
A1328,Data Anlytics Corse,175.0,5016.0,,16.0,3.0,0.017,$1836,2024-11-07,hyderabad,Tablet,learn data analytics
A1329,Data Analytics Corse,96.0,5771.0,$213.98,30.0,3.0,0.031,$1130,30-11-2024,Hyderbad,MOBILE,analytics for data
A1330,DataAnalyticsCourse,,4615.0,$194.89,12.0,6.0,,$1923,2024/11/25,Hyderbad,TABLET,data anaytics training
A1331,Data Analytics Corse,187.0,3115.0,$184.61,12.0,3.0,0.016,$1324,2024-11-30,Hyderbad,MOBILE,learn data analytics
A1332,DataAnalyticsCourse,153.0,5886.0,$218.33,29.0,3.0,0.02,$1424,2024-11-20,HYDERABAD,MOBILE,analytics for data
A1333,DataAnalyticsCourse,122.0,4929.0,$192.72,10.0,10.0,0.082,,2024/11/12,Hyderbad,Desktop,data anaytics training
A1334,Data Analytics Corse,151.0,4357.0,$238.69,28.0,9.0,0.06,$1447,2024/11/13,HYDERABAD,tablet,analytics for data
A1335,Data Anlytics Corse,116.0,4519.0,$184.29,23.0,7.0,,$1070,2024-11-12,HYDERABAD,Desktop,data anaytics training
A1336,Data Anlytics Corse,145.0,5612.0,$207.34,22.0,4.0,0.028,$1689,12-11-2024,HYDERABAD,DESKTOP,learn data analytics
A1337,Data Analytics Corse,90.0,3251.0,$198.69,12.0,7.0,0.078,$1044,30-11-2024,HYDERABAD,Mobile,learn data analytics
A1338,Data Analytics Corse,133.0,3360.0,$203.78,13.0,9.0,0.068,$1654,2024/11/14,hydrebad,Mobile,online data analytic
A1339,DataAnalyticsCourse,135.0,5891.0,$245.69,21.0,6.0,0.044,$1947,2024/11/05,Hyderbad,Mobile,learn data analytics
A1340,Data Analytcis Course,155.0,5835.0,$239.52,10.0,4.0,0.041,,2024-11-13,hyderabad,mobile,analytics for data
A1341,Data Anlytics Corse,100.0,4928.0,$186.68,22.0,10.0,0.1,$1071,2024-11-23,HYDERABAD,Mobile,analytics for data
A1342,Data Analytcis Course,138.0,4049.0,$182.66,20.0,7.0,0.051,$1292,2024/11/20,HYDERABAD,Mobile,online data analytic
A1343,DataAnalyticsCourse,109.0,4114.0,$243.33,18.0,6.0,0.044,$1456,2024/11/25,Hyderbad,tablet,learn data analytics
A1344,Data Anlytics Corse,124.0,3947.0,$198.11,11.0,4.0,0.032,$1308,26-11-2024,hyderabad,mobile,data analytics course
A1345,Data Analytcis Course,,3705.0,$239.26,25.0,,,$1506,02-11-2024,HYDERABAD,TABLET,online data analytic
A1346,Data Analytics Corse,197.0,5365.0,$208.86,14.0,4.0,0.031,$1106,2024-11-01,HYDERABAD,Tablet,data anaytics training
A1347,Data Analytcis Course,114.0,5213.0,$224.65,26.0,4.0,0.035,$1218,2024/11/29,hyderabad,Tablet,online data analytic
A1348,Data Anlytics Corse,117.0,3951.0,$212.02,16.0,5.0,0.052,$1949,2024-11-10,Hyderbad,Desktop,data anaytics training
A1349,Data Analytics Corse,198.0,3405.0,$224.9,13.0,10.0,0.051,$1631,2024-11-14,HYDERABAD,Tablet,online data analytic
A1350,Data Analytcis Course,160.0,5367.0,$208.47,20.0,8.0,,$1853,15-11-2024,hyderabad,Tablet,data analytics course
A1351,DataAnalyticsCourse,137.0,3602.0,$194.55,23.0,5.0,0.036,$1580,2024-11-02,Hyderbad,TABLET,data analytics course
A1352,Data Anlytics Corse,163.0,3917.0,$209.01,10.0,3.0,,$1823,2024-11-17,Hyderbad,TABLET,data anaytics training
A1353,Data Analytics Corse,138.0,5671.0,$244.12,26.0,3.0,,,13-11-2024,Hyderbad,tablet,analytics for data
A1354,Data Analytics Corse,194.0,5019.0,$227.67,28.0,7.0,0.036,$1019,22-11-2024,hydrebad,Mobile,learn data analytics
A1355,Data Analytics Corse,177.0,3569.0,$190.31,13.0,8.0,0.035,$1403,2024/11/25,Hyderbad,mobile,online data analytic
A1356,DataAnalyticsCourse,113.0,3420.0,$223.48,22.0,10.0,0.058,$1138,2024/11/23,hyderabad,MOBILE,online data analytic
A1357,Data Anlytics Corse,133.0,3064.0,$221.8,22.0,5.0,0.038,$1538,2024-11-11,HYDERABAD,mobile,learn data analytics
A1358,DataAnalyticsCourse,118.0,3730.0,$207.5,25.0,8.0,0.039,$1011,2024-11-12,hydrebad,MOBILE,data anaytics training
A1359,Data Analytcis Course,109.0,5852.0,$235.44,20.0,5.0,0.046,$1946,14-11-2024,HYDERABAD,DESKTOP,analytics for data
A1360,Data Anlytics Corse,109.0,4011.0,$184.51,13.0,6.0,0.053,$1375,2024/11/23,HYDERABAD,DESKTOP,data analitics online
A1361,Data Analytcis Course,128.0,4636.0,$243.83,20.0,10.0,0.059,$1941,02-11-2024,HYDERABAD,MOBILE,data anaytics training
A1362,Data Analytics Corse,181.0,3087.0,$201.29,19.0,10.0,,,20-11-2024,Hyderbad,mobile,data analitics online
A1363,Data Analytics Corse,89.0,5872.0,$198.32,14.0,6.0,0.067,$1553,2024-11-20,hyderabad,mobile,online data analytic
A1364,Data Analytics Corse,157.0,5762.0,$248.1,26.0,4.0,0.025,$1999,2024/11/05,HYDERABAD,TABLET,data analitics online
A1365,DataAnalyticsCourse,88.0,3396.0,$193.79,19.0,5.0,0.057,$1860,2024-11-18,hydrebad,Mobile,online data analytic
A1366,DataAnalyticsCourse,130.0,3092.0,$211.39,28.0,7.0,0.054,$1031,2024/11/24,hydrebad,Tablet,data analytics course
A1367,Data Anlytics Corse,194.0,4240.0,$213.45,18.0,4.0,,$1890,2024-11-23,hyderabad,Tablet,data analitics online
A1368,DataAnalyticsCourse,180.0,4297.0,$200.04,24.0,5.0,,$1050,2024/11/18,hyderabad,Mobile,data analytics course
A1369,DataAnalyticsCourse,,5518.0,$243.83,15.0,10.0,,$1862,2024/11/22,HYDERABAD,mobile,data analitics online
A1370,Data Analytics Corse,,5039.0,$235.44,24.0,7.0,,$1839,2024/11/08,hyderabad,DESKTOP,data analitics online
A1371,Data Analytcis Course,,3596.0,$210.31,23.0,9.0,,$1269,2024/11/01,Hyderbad,Tablet,online data analytic
A1372,DataAnalyticsCourse,118.0,4845.0,$190.25,11.0,3.0,0.046,$1446,2024/11/18,hydrebad,desktop,analytics for data
A1373,Data Anlytics Corse,101.0,4883.0,$237.89,11.0,6.0,,$1368,2024-11-14,Hyderbad,DESKTOP,analytics for data
A1374,Data Analytics Corse,120.0,4618.0,$200.91,18.0,7.0,0.058,$1775,2024-11-02,hydrebad,Tablet,data analitics online
A1375,Data Analytcis Course,194.0,3941.0,$240.35,27.0,10.0,0.052,$1373,11-11-2024,hyderabad,desktop,data analytics course
A1376,Data Analytcis Course,135.0,5096.0,$230.32,14.0,4.0,0.03,$1478,2024/11/18,Hyderbad,Mobile,data anaytics training
A1377,DataAnalyticsCourse,190.0,5537.0,$188.98,20.0,4.0,0.021,$1989,2024/11/04,HYDERABAD,Tablet,learn data analytics
A1378,Data Analytcis Course,198.0,4208.0,$180.06,19.0,8.0,0.04,$1462,2024-11-08,hyderabad,MOBILE,data anaytics training
A1379,Data Anlytics Corse,87.0,5358.0,$236.57,19.0,5.0,0.057,$1141,2024/11/02,Hyderbad,tablet,learn data analytics
A1380,Data Analytcis Course,106.0,5583.0,$218.81,13.0,3.0,0.028,$1049,15-11-2024,hyderabad,Desktop,data analytics course
A1381,Data Anlytics Corse,169.0,3069.0,$227.7,12.0,5.0,0.03,$1063,28-11-2024,HYDERABAD,MOBILE,data analytics course
A1382,Data Anlytics Corse,195.0,3738.0,$202.08,18.0,7.0,,$1647,2024/11/16,hyderabad,TABLET,online data analytic
A1383,Data Anlytics Corse,161.0,4852.0,$235.1,10.0,8.0,0.05,$1738,2024-11-24,hyderabad,DESKTOP,online data analytic
A1384,Data Anlytics Corse,195.0,5120.0,$249.6,26.0,3.0,0.015,$1571,2024/11/04,HYDERABAD,mobile,data anaytics training
A1385,Data Analytcis Course,111.0,3550.0,$231.81,10.0,9.0,0.081,$1462,2024/11/26,hyderabad,MOBILE,data anaytics training
A1386,DataAnalyticsCourse,124.0,5618.0,$205.95,25.0,7.0,0.056,$1374,19-11-2024,Hyderbad,mobile,data analytics course
A1387,Data Analytics Corse,89.0,4700.0,$219.95,28.0,6.0,0.067,$1493,2024/11/19,HYDERABAD,Mobile,data analytics course
